day,daily_pnl,cum_pnl,pc_budget,pnl_Fintech Token,pnl_Thrifted Jeans,pnl_UQ Dollar,pnl_Sausage Sizzle,pnl_Bread,pnl_MenuDash,pnl_Sausage,pnl_Liferaft Ticket,pnl_Boat Party Ticket,pos_Fintech Token,pos_Thrifted Jeans,pos_UQ Dollar,pos_Sausage Sizzle,pos_Bread,pos_MenuDash,pos_Sausage,pos_Liferaft Ticket,pos_Boat Party Ticket
160,2446.04,182642.21999999994,97.0,-809.0,1665.6,0.0,180.0,-180.56,750.0,-350.0,0.0,1190.0,-100,16,-100,-100,0,-100,0,100,100
161,770.44,183412.65999999995,97.0,-2094.0,121.26,13.0,750.0,-0.0,1500.0,0.18,0.0,480.0,-100,0,-100,99,0,-100,0,100,100
162,-716.1,182696.55999999994,96.99,-1173.0,0.0,578.5,148.4,-0.0,-0.0,0.0,0.0,-270.0,-100,60,0,-100,-3,-100,100,100,100
163,1725.63,184422.18999999994,97.0,-1611.0,2347.2,0.0,60.0,-20.57,750.0,-150.0,0.0,350.0,-100,60,0,100,6,-100,-100,100,-100
164,5855.8,190277.98999999993,97.0,625.0,3537.6,-0.0,210.0,-16.8,1500.0,-150.0,0.0,150.0,-100,0,100,90,0,100,0,100,100
165,1738.06,192016.04999999993,97.0,-545.0,0.0,435.5,107.76,0.0,1500.0,-0.2,0.0,240.0,-100,0,100,80,0,100,0,100,-100
166,-753.04,191263.00999999992,97.0,614.0,-0.0,13.0,0.0,0.0,-1500.0,-0.04,0.0,120.0,-100,0,100,87,0,100,0,100,100
167,1074.28,192337.28999999992,97.0,-1556.0,0.0,91.0,519.2,0.0,2250.0,0.08,0.0,-230.0,-100,60,0,-100,0,-100,-70,100,100
168,2970.24,195307.5299999999,97.0,1631.0,-936.0,-0.0,-30.0,-0.0,-750.0,35.24,0.0,3020.0,100,0,100,-90,0,-100,0,100,-100
169,829.01,196136.53999999992,97.0,99.0,-0.0,130.0,-0.0,-0.0,-0.0,0.01,0.0,600.0,100,0,100,-95,0,-100,0,100,-100
170,3296.55,199433.0899999999,97.0,2252.0,-0.0,-110.5,85.35,-0.0,750.0,-0.3,0.0,320.0,-100,0,100,87,0,100,0,100,100
171,1815.66,201248.7499999999,97.0,2073.0,-0.0,156.0,156.06,0.0,0.0,0.6,0.0,-570.0,100,60,0,100,0,-100,58,100,100
172,-1022.24,200226.50999999992,97.0,370.0,441.6,0.0,1020.0,0.0,-4500.0,116.16,0.0,1530.0,100,60,0,100,0,-100,47,100,-100
173,2157.78,202384.28999999992,97.0,1937.0,-542.4,-0.0,480.0,-0.0,-0.0,-46.82,0.0,330.0,-100,0,100,-82,0,-100,0,100,-100
174,4247.32,206631.60999999993,97.0,3039.0,-0.0,-6.5,24.7,-0.0,1500.0,0.12,0.0,-310.0,100,0,100,79,0,-100,0,100,100
175,502.04,207133.64999999994,97.0,-2890.0,0.0,91.0,71.1,0.0,1500.0,-0.06,0.0,1730.0,100,60,0,100,0,100,27,100,-100
176,-2899.56,204234.08999999994,97.0,-702.0,-1862.4,0.0,-60.0,-0.0,-750.0,54.84,0.0,420.0,100,60,0,100,0,100,60,100,-100
177,-2628.88,201605.20999999993,97.0,-969.0,470.4,0.0,360.0,0.0,-1500.0,-60.28,0.0,-930.0,100,60,0,100,0,100,82,100,-100
178,589.89,202195.09999999995,97.0,-2458.0,-115.2,-0.0,210.0,0.0,3000.0,123.09,0.0,-170.0,100,0,100,78,0,-100,0,100,-100
179,816.62,203011.71999999994,97.0,-1043.0,-0.0,578.5,351.15,-0.0,750.0,-0.03,0.0,180.0,100,0,-100,-83,0,100,0,100,100
180,3145.23,206156.94999999995,97.0,1607.0,0.0,468.0,-50.02,-0.0,750.0,0.25,0.0,370.0,100,60,0,100,0,100,94,100,100
181,4155.05,210311.99999999994,97.0,2435.0,-220.8,0.0,150.0,-0.0,3000.0,140.85,0.0,-1350.0,-100,60,0,100,0,-100,97,-100,100
182,5885.75,216197.74999999994,97.0,162.0,-1228.8,0.0,0.0,0.0,-0.0,242.55,0.0,6710.0,-100,0,-100,85,0,-100,0,-100,-100
183,3268.5,219466.24999999994,96.98,1996.0,0.0,162.5,509.6,-0.0,1500.0,0.4,0.0,-900.0,100,60,0,100,-8,100,100,-100,-100
184,1895.25,221361.49999999994,97.0,1208.0,-235.2,-0.0,330.0,-17.55,0.0,50.0,0.0,560.0,-100,0,100,84,0,100,0,-100,100
185,1750.49,223111.98999999993,97.0,-983.0,0.0,-52.0,275.55,0.0,2250.0,-0.06,0.0,260.0,-100,0,100,85,0,-100,0,-100,100
186,-30.66,223081.32999999993,97.0,566.0,0.0,221.0,152.34,-0.0,-1500.0,0.0,0.0,530.0,-100,60,0,-100,0,-100,99,-100,-100
187,2453.02,225534.34999999992,97.0,1004.0,-110.4,0.0,150.0,-0.0,750.0,49.42,0.0,610.0,100,0,-100,-82,0,-100,0,-100,100
188,2875.92,228410.26999999993,97.0,1275.0,-0.0,461.5,49.38,0.0,750.0,0.04,0.0,340.0,-100,60,0,100,0,100,94,-100,100
189,1459.14,229869.40999999995,96.99,186.0,417.6,0.0,450.0,-0.0,-2250.0,-94.46,0.0,2750.0,-100,60,0,-100,-4,100,100,-100,-100
190,1046.44,230915.84999999995,97.0,-308.0,355.2,0.0,30.0,39.24,0.0,-100.0,0.0,1030.0,-100,0,-100,-95,0,100,0,-100,-100
191,430.32,231346.16999999995,97.0,1539.0,0.0,357.5,483.82,0.0,-1500.0,0.0,0.0,-450.0,100,6,100,100,0,100,0,-100,100
192,1937.14,233283.30999999997,97.0,1028.0,-26.4,45.5,120.0,0.0,750.0,0.04,0.0,20.0,-100,0,100,94,0,100,0,-100,-100
193,4102.36,237385.66999999995,96.98,335.0,-0.0,39.0,168.36,0.0,3750.0,-0.0,0.0,-190.0,100,60,0,100,-11,-100,-100,-100,-100
194,3482.33,240867.99999999994,97.0,1453.0,1257.6,0.0,60.0,21.73,-0.0,-50.0,0.0,740.0,-100,0,-100,98,0,-100,0,-100,100
195,2045.72,242913.71999999994,96.99,1272.0,0.0,136.5,147.1,-0.0,-750.0,0.12,0.0,1240.0,100,60,0,100,-19,-100,-100,-100,-100
196,3208.83,246122.54999999993,96.99,-505.0,1742.4,0.0,-60.0,-78.57,1500.0,50.0,0.0,560.0,100,60,0,100,29,100,-100,-100,-100
197,3106.93,249229.47999999992,97.0,-800.0,840.0,-0.0,180.0,-213.07,3000.0,-50.0,0.0,150.0,100,25,100,-100,0,-100,0,-100,100
198,1397.64,250627.11999999994,97.0,2217.0,1052.42,-71.5,180.0,0.0,-2250.0,-0.28,0.0,270.0,-100,0,100,100,0,-100,0,-100,-100
199,2622.7,253249.81999999995,97.0,792.0,-1.48,552.5,630.0,0.0,750.0,-0.32,0.0,-100.0,-100,10,-100,-100,0,-100,0,-100,-100
200,-1043.46,252206.35999999996,97.0,-1963.0,247.86,851.5,-60.0,-0.0,-750.0,0.18,0.0,630.0,-100,16,100,-100,0,-100,0,-100,100
201,1402.89,253609.24999999997,96.99,-2182.0,-200.43,565.5,210.0,-0.0,3000.0,-0.18,0.0,10.0,-100,60,0,100,-11,100,-100,-100,100
202,2379.67,255988.91999999998,97.0,1669.0,-1228.8,-0.0,90.0,-0.53,1500.0,250.0,0.0,100.0,-100,0,100,-95,0,-100,0,-100,-100
203,328.24,256317.15999999997,97.0,-3030.0,0.0,708.5,199.78,-0.0,-0.0,-0.04,0.0,2450.0,-100,0,100,99,0,-100,0,-100,100
204,-584.12,255733.03999999998,96.99,-1389.0,0.0,104.0,-59.12,0.0,-0.0,-0.0,0.0,760.0,-100,60,0,100,11,-100,-100,-100,100
205,3479.2,259212.24,97.0,1694.0,1459.2,0.0,540.0,-44.0,-0.0,-150.0,0.0,-20.0,-100,0,-100,95,0,100,0,100,-100
206,606.37,259818.61,96.98,-1507.0,0.0,585.0,28.37,-0.0,750.0,-0.0,0.0,750.0,-100,60,0,-100,-3,-100,-100,100,100
207,3144.2,262962.81,97.0,1654.0,734.4,-0.0,510.0,-4.2,-750.0,100.0,0.0,900.0,-100,0,100,92,0,-100,0,100,-100
208,-710.28,262252.52999999997,97.0,-791.0,-0.0,45.5,55.18,-0.0,-750.0,0.04,0.0,730.0,-100,0,100,-84,0,-100,0,100,100
209,13.56,262266.08999999997,97.0,-503.0,0.0,585.0,151.62,0.0,-0.0,-0.06,0.0,-220.0,-100,0,-100,88,0,-100,0,100,100
210,1111.96,263378.05,97.0,550.0,0.0,422.5,369.46,0.0,1500.0,0.0,0.0,-1730.0,-100,0,100,96,0,100,0,100,100
211,-129.36,263248.69,96.99,873.0,-0.0,299.0,28.68,0.0,-750.0,-0.04,0.0,-580.0,100,60,0,100,5,100,-100,100,100
212,1221.84,264470.53,97.0,-364.0,307.2,0.0,540.0,8.64,750.0,-50.0,0.0,30.0,100,0,-100,94,0,100,0,100,100
213,489.34,264959.87000000005,97.0,1301.0,-0.0,71.5,196.84,0.0,-1500.0,0.0,0.0,420.0,-100,60,0,100,0,100,48,100,-100
214,2749.22,267709.09,97.0,646.0,235.2,-0.0,360.0,0.0,1500.0,48.02,0.0,-40.0,100,0,100,79,0,100,0,100,-100
215,3716.7,271425.79000000004,97.0,908.0,0.0,331.5,47.34,-0.0,1500.0,-0.14,0.0,930.0,-100,0,-100,-82,0,-100,0,100,100
216,2092.68,273518.47000000003,97.0,271.0,-0.0,130.0,391.68,0.0,750.0,0.0,0.0,550.0,-100,60,0,100,0,-100,43,100,-100
217,3555.2,277073.67000000004,97.0,-514.0,1579.2,0.0,390.0,0.0,-0.0,0.0,0.0,2100.0,-100,60,0,100,0,-100,60,100,100
218,2276.56,279350.23000000004,97.0,1352.0,1344.0,-0.0,60.0,0.0,-750.0,210.56,0.0,60.0,100,60,0,100,0,-100,75,-100,100
219,1372.74,280722.97000000003,97.0,647.0,-988.8,0.0,720.0,0.0,750.0,74.54,0.0,170.0,100,60,0,100,0,-100,93,-100,-100
220,1133.62,281856.59,97.0,305.0,1478.4,0.0,210.0,0.0,-750.0,-279.78,0.0,170.0,-100,0,-100,-93,0,-100,0,100,-100
221,2522.35,284378.94,97.0,1877.0,-0.0,-643.5,138.85,0.0,2250.0,0.0,0.0,-1100.0,100,0,-100,88,0,100,0,100,-100
222,1638.43,286017.37,97.0,1849.0,0.0,110.5,79.11,0.0,-1500.0,-0.18,0.0,1100.0,-100,0,-100,-93,0,100,0,100,100
223,548.44,286565.81,97.0,755.0,-0.0,643.5,-0.0,-0.0,-750.0,-0.06,0.0,-100.0,100,60,0,-100,0,100,82,-100,100
224,3105.86,289671.67,97.0,-637.0,1224.0,-0.0,180.0,0.0,2250.0,-41.14,0.0,130.0,100,60,0,-100,0,100,-43,-100,-100
225,-931.64,288740.02999999997,97.0,-171.0,-796.8,0.0,60.0,0.0,0.0,-63.84,0.0,40.0,100,60,0,100,0,100,65,-100,-100
226,4224.31,292964.33999999997,97.0,1720.0,1752.0,0.0,390.0,0.0,750.0,32.31,0.0,-420.0,-100,0,-100,86,0,-100,0,100,-100
227,466.62,293430.95999999996,97.0,608.0,0.0,143.0,205.6,0.0,-750.0,0.02,0.0,260.0,-100,60,0,100,0,-100,30,100,-100
228,4016.74,297447.69999999995,97.0,-8.0,489.6,0.0,270.0,0.0,3000.0,-14.86,0.0,280.0,-100,0,-100,-96,0,100,0,100,100
229,-1127.5,296320.19999999995,97.0,322.0,-0.0,175.5,144.75,0.0,-1500.0,0.25,0.0,-270.0,100,60,0,100,0,100,38,100,100
230,486.2,296806.39999999997,97.0,84.0,-1800.0,0.0,360.0,-0.0,1500.0,-37.8,0.0,380.0,100,0,-100,-83,0,100,0,100,-100
231,229.1,297035.49999999994,97.0,-3494.0,-0.0,104.0,298.92,-0.0,750.0,0.18,0.0,2570.0,100,60,0,-100,0,100,0,100,100
232,2213.24,299248.73999999993,97.0,-751.0,14.37,-0.0,150.0,-0.0,2250.0,-0.13,0.0,550.0,100,46,0,-100,0,-100,0,100,100
233,-1928.28,297320.4599999999,97.0,-1249.0,-2679.04,0.0,180.0,0.0,1500.0,-0.24,0.0,320.0,100,0,-100,79,0,100,0,100,-100
234,-1603.77,295716.6899999999,97.0,-170.0,0.0,-227.5,23.67,-0.0,-750.0,0.06,0.0,-480.0,100,0,-100,-83,0,100,0,100,-100
235,1121.5,296838.1899999999,97.0,-1329.0,0.0,650.0,399.84,-0.0,750.0,0.66,0.0,650.0,100,0,100,78,0,-100,0,100,100
236,4102.01,300940.1999999999,97.0,3126.0,-0.0,286.0,400.01,-0.0,750.0,0.0,0.0,-460.0,-100,0,-100,-80,0,100,0,100,100
237,-593.1,300347.0999999999,97.0,529.0,-0.0,-643.5,241.4,0.0,-750.0,0.0,0.0,30.0,-100,0,-100,85,0,100,0,100,100
238,1848.88,302195.9799999999,97.0,-1245.0,0.0,104.0,0.0,0.0,750.0,-0.12,0.0,2240.0,-100,0,-100,-75,0,-100,0,100,-100
239,533.79,302729.7699999999,97.0,-552.0,-0.0,533.0,112.7,-0.0,-0.0,0.09,0.0,440.0,-100,0,-100,-80,0,-100,0,100,-100
240,3172.2,305901.9699999999,97.0,1106.0,-0.0,84.5,191.6,0.0,2250.0,0.1,0.0,-460.0,-100,60,0,100,0,100,52,100,-100
241,-761.96,305140.0099999999,97.0,992.0,-1272.0,0.0,210.0,0.0,-750.0,-51.96,0.0,110.0,100,0,-100,81,0,100,0,100,100
242,-1562.75,303577.2599999999,97.0,-1571.0,-0.0,32.5,-24.4,-0.0,-750.0,0.15,0.0,750.0,100,0,-100,-87,0,100,0,-100,-100
243,-331.16,303246.0999999999,97.0,-2776.0,-0.0,936.0,208.8,-0.0,750.0,0.04,0.0,550.0,100,0,100,-94,0,100,0,-100,100
244,823.03,304069.12999999995,97.0,-327.0,0.0,1040.0,-0.0,-0.0,0.0,0.03,0.0,110.0,100,0,-100,-87,0,100,0,100,100
245,6331.76,310400.88999999996,97.0,1092.0,-0.0,169.0,260.7,-0.0,2250.0,0.06,0.0,2560.0,100,60,0,-100,0,-100,71,-100,-100
246,1945.4,312346.29,97.0,167.0,1358.4,0.0,270.0,-0.0,-0.0,0.0,0.0,150.0,100,0,-100,-91,0,-100,0,-100,-100
247,-3602.66,308743.63,97.0,-2560.0,-0.0,149.5,517.94,-0.0,-1500.0,-0.1,0.0,-210.0,100,60,0,-100,0,-100,76,100,100
248,2389.76,311133.39,97.0,310.0,192.0,-0.0,270.0,0.0,1500.0,227.76,0.0,-110.0,100,0,100,80,0,-100,0,100,100
249,3135.34,314268.73000000004,97.0,2155.0,0.0,513.5,336.84,-0.0,-0.0,-0.0,0.0,130.0,-100,60,0,-100,0,-100,56,100,100
250,-337.12,313931.61000000004,97.0,1351.0,-2064.0,0.0,360.0,-0.0,-0.0,-84.12,0.0,100.0,100,0,-100,-87,0,-100,0,100,-100
251,2820.07,316751.68000000005,97.0,643.0,0.0,682.5,364.56,-0.0,1500.0,0.01,0.0,-370.0,-100,60,0,-100,-3,-100,100,-100,-100
252,-409.95,316341.73000000004,96.98,-498.0,-3921.6,-0.0,240.0,-10.35,3000.0,250.0,0.0,530.0,-100,60,0,100,-22,100,100,-100,100
253,1158.63,317500.36000000004,96.99,1518.0,1238.4,0.0,120.0,-57.77,-1500.0,-100.0,0.0,-60.0,100,60,0,-100,-12,100,100,100,100
254,1272.0,318772.36000000004,96.99,886.0,604.8,-0.0,150.0,61.2,0.0,-100.0,0.0,-330.0,-100,60,0,-100,-19,100,-100,-100,100
255,1732.77,320505.13000000006,97.0,680.0,-38.4,-0.0,450.0,-28.83,0.0,-50.0,0.0,720.0,100,60,0,100,-27,100,100,-100,-100
256,1300.24,321805.37000000005,96.99,750.0,-1881.6,0.0,210.0,-178.16,2250.0,-100.0,0.0,250.0,-100,60,0,100,33,-100,-100,-100,-100
257,1565.42,323370.79000000004,96.99,124.0,2299.2,-0.0,30.0,-137.78,-0.0,-300.0,0.0,-450.0,-100,60,0,100,-37,-100,100,-100,-100
258,-925.31,322445.48000000004,97.0,-312.0,-182.4,-0.0,-30.0,-140.91,-0.0,-300.0,0.0,40.0,-100,41,100,-100,0,-100,0,-100,-100
259,3846.96,326292.44000000006,96.98,753.0,-642.22,416.0,330.0,0.0,-0.0,0.18,0.0,2990.0,100,60,0,-100,60,-100,-100,-100,100
260,1288.36,327580.80000000005,97.0,-565.0,129.6,-0.0,300.0,-36.24,750.0,50.0,0.0,660.0,100,60,100,-100,0,-100,-28,-100,100
261,1217.1,328797.9,96.99,1904.0,-120.0,97.5,360.0,-0.0,-750.0,55.6,0.0,-330.0,-100,60,0,-100,75,-100,-100,-100,-100
262,751.8,329549.7,96.98,849.0,-2227.2,0.0,420.0,0.0,1500.0,100.0,0.0,110.0,-100,60,0,-100,91,-100,-100,-100,100
263,-467.0,329082.7,97.0,-833.0,-360.0,0.0,180.0,456.0,750.0,150.0,0.0,-810.0,-100,60,-100,-100,0,-100,-49,-100,100
264,2704.3,331787.0,97.0,1152.0,1612.8,409.5,-30.0,0.0,-750.0,-0.0,0.0,310.0,100,60,-100,-100,0,-100,-16,-100,-100
265,-1085.95,330701.05,97.0,704.0,-1267.2,305.5,120.0,-0.0,-750.0,-8.25,0.0,-190.0,-100,60,100,-100,0,-100,-35,-100,-100
266,2282.1,332983.14999999997,96.99,-135.0,-1094.4,201.5,180.0,-0.0,-0.0,-0.0,0.0,3130.0,-100,60,0,-100,-88,-100,-100,-100,100
267,2215.11,335198.25999999995,96.99,260.0,480.0,0.0,210.0,215.11,-0.0,50.0,0.0,1000.0,100,60,0,-100,-74,-100,-100,-100,100
268,-828.4,334369.8599999999,96.99,-527.0,-1742.4,0.0,270.0,-259.0,1500.0,-100.0,0.0,30.0,100,60,0,100,-88,-100,-100,-100,-100
269,4251.02,338620.87999999995,97.0,1232.0,974.4,0.0,180.0,214.62,1500.0,-50.0,0.0,200.0,-100,60,-100,-100,0,100,82,-100,-100
270,3716.84,342337.72,96.63,1036.0,2342.4,201.5,150.0,0.0,-750.0,-123.06,0.0,860.0,100,60,0,-100,-100,100,-100,-100,100
271,1660.8,343998.51999999996,96.98,-965.0,2140.8,-0.0,150.0,375.0,-750.0,-350.0,0.0,1060.0,100,60,100,100,-8,100,100,-100,-100
272,7016.46,351014.98,97.0,1819.0,686.4,994.5,90.0,-33.44,2250.0,150.0,0.0,1060.0,-100,60,-100,100,-8,-100,100,-100,100
273,-2043.9,348971.07999999996,94.63,1836.0,-1968.0,52.0,300.0,-3.9,-1500.0,150.0,0.0,-910.0,100,60,0,100,100,-100,100,-100,100
274,2708.6,351679.67999999993,94.0,1498.0,-14.4,0.0,30.0,835.0,750.0,-50.0,0.0,-340.0,-100,60,0,100,100,-100,100,-100,100
275,209.6,351889.2799999999,93.73,-854.0,1473.6,-0.0,240.0,560.0,-750.0,-100.0,0.0,-360.0,-100,60,0,100,100,-100,100,-100,100
276,595.6,352484.8799999999,94.38,843.0,-1262.4,-0.0,60.0,-195.0,1500.0,150.0,0.0,-500.0,-100,60,0,-100,100,-100,100,-100,100
277,2235.2,354720.0799999999,97.0,-143.0,43.2,0.0,-30.0,25.0,2250.0,100.0,0.0,-10.0,-100,60,-100,100,14,100,100,-100,100
278,2896.55,357616.6299999999,94.4,1572.0,393.6,572.0,-30.0,-31.05,-1500.0,600.0,0.0,1320.0,100,60,0,100,100,100,100,-100,-100
279,1771.8,359388.4299999999,93.83,2143.0,508.8,0.0,360.0,-480.0,-750.0,-100.0,0.0,90.0,-100,60,0,-100,-100,100,100,-100,-100
280,3868.0,363256.4299999999,94.55,3059.0,-96.0,-0.0,600.0,-445.0,0.0,200.0,0.0,550.0,100,60,0,100,100,100,100,-100,100
281,-2065.6,361190.8299999999,93.37,153.0,446.4,-0.0,210.0,45.0,-3000.0,50.0,0.0,30.0,100,60,0,-100,100,100,100,-100,100
282,2789.8,363980.6299999999,96.99,580.0,1444.8,0.0,30.0,275.0,0.0,200.0,0.0,260.0,100,60,-100,100,16,100,100,100,-100
283,-746.84,363233.78999999986,93.98,1935.0,-936.0,234.0,360.0,-9.84,-3000.0,150.0,0.0,520.0,-100,60,0,100,100,100,100,100,100
284,4320.8,367554.58999999985,93.34,1582.0,1348.8,0.0,150.0,400.0,0.0,300.0,0.0,540.0,100,60,0,100,100,100,100,100,-100
285,3272.6,370827.1899999998,95.04,1219.0,873.6,-0.0,450.0,0.0,0.0,200.0,0.0,530.0,-100,60,0,100,100,100,100,100,100
286,965.8,371792.9899999998,97.0,-742.0,412.8,-0.0,120.0,25.0,750.0,0.0,0.0,400.0,-100,60,100,-100,23,100,100,100,-100
287,-1300.25,370492.7399999998,95.81,2060.0,-1209.6,383.5,-90.0,-24.15,0.0,0.0,0.0,-2420.0,100,60,0,-100,100,100,100,100,-100
288,4144.6,374637.3399999998,95.35,2113.0,81.6,0.0,210.0,310.0,750.0,-50.0,0.0,730.0,-100,60,0,-100,100,100,100,100,-100
289,2819.2,377456.5399999998,94.94,252.0,3307.2,0.0,-0.0,120.0,-750.0,0.0,0.0,-110.0,-100,60,0,-100,100,100,100,100,100
290,3892.0,381348.5399999998,94.51,782.0,2040.0,-0.0,-30.0,-470.0,750.0,150.0,0.0,670.0,100,60,0,-100,-100,100,100,-100,-100
291,4048.8,385397.3399999998,97.0,1048.0,1780.8,0.0,-0.0,-30.0,750.0,0.0,0.0,500.0,-100,60,-100,-100,-25,100,100,-100,100
292,4581.75,389979.0899999998,97.0,774.0,1320.0,559.0,30.0,68.75,2250.0,-100.0,0.0,-320.0,100,60,-100,-100,-10,-100,100,-100,100
293,-2120.5,387858.5899999998,97.0,-1900.0,-576.0,-565.5,180.0,-9.0,-0.0,50.0,0.0,700.0,100,60,-100,100,0,-100,99,100,-100
294,4664.74,392523.3299999998,96.99,980.0,-868.8,682.5,180.0,0.0,-1500.0,-198.96,0.0,5390.0,100,60,0,-100,-94,-100,-100,100,100
295,1980.75,394504.0799999998,97.0,672.0,1075.2,0.0,210.0,23.55,-0.0,50.0,0.0,-50.0,-100,60,-100,-100,0,-100,-56,100,100
296,-482.44,394021.6399999998,97.0,-399.0,-1320.0,864.5,-0.0,0.0,-0.0,-27.94,0.0,400.0,-100,60,100,100,0,-100,-34,100,-100
297,585.22,394606.85999999975,97.0,1523.0,-1108.8,838.5,60.0,0.0,-750.0,-67.48,0.0,90.0,100,60,-100,100,0,-100,11,100,-100
298,1615.09,396221.9499999998,97.0,389.0,436.8,-26.0,510.0,-0.0,-0.0,5.29,0.0,300.0,100,49,-100,100,0,-100,0,100,100
299,4749.04,400970.98999999976,97.0,788.0,-403.76,585.0,120.0,0.0,3000.0,-0.2,0.0,660.0,-100,60,100,-100,0,100,5,100,-100
300,3238.14,404209.1299999998,96.99,2385.0,753.6,455.0,120.0,0.0,-750.0,-5.46,0.0,280.0,100,60,0,100,47,100,-100,100,-100
301,-746.48,403462.6499999998,97.0,1124.0,-1132.8,-0.0,150.0,112.32,-1500.0,100.0,0.0,400.0,100,60,0,100,37,100,-100,100,100
302,2588.18,406050.8299999998,97.0,1127.0,-422.4,0.0,60.0,63.58,750.0,-0.0,0.0,1010.0,-100,45,-100,100,0,100,0,100,-100
303,4070.45,410121.2799999998,96.98,-419.0,124.95,84.5,30.0,0.0,3000.0,-0.0,0.0,1250.0,-100,60,0,100,45,-100,-100,100,100
304,-32.8,410088.4799999998,97.0,212.0,105.6,0.0,270.0,89.6,-750.0,-200.0,0.0,240.0,-100,32,-100,100,0,-100,0,100,100
305,1334.5,411422.9799999998,97.0,436.0,-43.86,32.5,360.0,-0.0,-0.0,-0.14,0.0,550.0,-100,16,-100,-100,0,-100,0,100,-100
306,6.46,411429.4399999998,97.0,-445.0,-34.83,-123.5,-0.0,-0.0,750.0,-0.21,0.0,-140.0,-100,26,-100,100,0,100,0,100,-100
307,2700.8,414130.2399999998,97.0,589.0,124.8,117.0,90.0,0.0,1500.0,0.0,0.0,280.0,100,34,-100,100,0,-100,0,100,100
308,3337.33,417467.56999999983,97.0,346.0,-701.61,-117.0,210.0,0.0,750.0,-0.06,0.0,2850.0,-100,14,-100,100,0,-100,0,100,-100
309,1485.35,418952.9199999998,97.0,1051.0,-344.65,39.0,120.0,-0.0,-0.0,0.0,0.0,620.0,100,29,-100,100,0,100,0,100,-100
310,-371.74,418581.1799999998,97.0,-120.0,-13.74,52.0,90.0,0.0,-750.0,0.0,0.0,370.0,100,42,-100,100,0,100,0,100,100
311,6724.17,425305.3499999998,97.0,1627.0,1162.17,65.0,750.0,0.0,3000.0,0.0,0.0,120.0,-100,60,0,100,35,-100,100,-100,100
312,455.62,425760.9699999998,97.0,-433.0,-1003.2,0.0,120.0,161.82,750.0,-100.0,0.0,960.0,-100,22,-100,100,0,-100,0,100,-100
313,605.83,426366.7999999998,97.0,75.0,-496.51,357.5,300.0,-0.0,-0.0,-0.16,0.0,370.0,-100,7,100,-100,0,-100,0,100,100
314,-2595.61,423771.1899999998,96.99,-526.0,64.13,266.5,300.0,0.0,-1500.0,-0.24,0.0,-1200.0,-100,60,0,100,20,-100,-100,100,100
315,2382.97,426154.1599999998,97.0,-214.0,-686.4,-0.0,150.0,-36.63,-750.0,-100.0,0.0,4020.0,-100,60,0,100,21,-100,-100,-100,-100
316,636.19,426790.3499999998,96.99,647.0,-964.8,-0.0,210.0,33.99,-0.0,100.0,0.0,610.0,-100,60,0,100,31,-100,-100,-100,-100
317,3424.95,430215.2999999998,96.99,1455.0,1233.6,-0.0,-30.0,26.35,750.0,100.0,0.0,-110.0,100,60,0,100,21,100,-100,100,100
318,1760.84,431976.13999999984,96.98,-1120.0,1876.8,-0.0,150.0,-135.96,750.0,-0.0,0.0,240.0,100,60,0,-100,-25,100,-100,-100,-100
319,512.87,432489.00999999983,96.99,84.0,-1344.0,0.0,150.0,102.87,750.0,-100.0,0.0,870.0,100,60,0,100,-16,100,-100,100,100
320,3771.25,436260.25999999983,97.0,-980.0,1910.4,-0.0,90.0,90.85,1500.0,250.0,0.0,910.0,100,60,0,-100,0,-100,-98,100,-100
321,-944.78,435315.4799999998,97.0,-614.0,547.2,0.0,510.0,0.0,-750.0,-97.98,0.0,-540.0,100,0,-100,100,0,-100,0,100,-100
322,1068.07,436383.5499999998,97.0,667.0,-0.0,403.0,658.02,-0.0,-1500.0,0.05,0.0,840.0,100,0,100,-92,0,-100,0,100,100
323,4100.72,440484.2699999998,96.98,218.0,-0.0,110.5,192.22,0.0,3750.0,0.0,0.0,-170.0,100,60,0,100,-7,100,-100,100,100
324,3196.36,443680.6299999998,97.0,822.0,2692.8,0.0,180.0,11.56,-750.0,100.0,0.0,140.0,-100,60,0,-100,-10,100,-100,100,-100
325,7957.0,451637.6299999998,97.0,2669.0,1080.0,-0.0,60.0,8.0,3750.0,150.0,0.0,240.0,100,60,0,-100,0,100,-90,100,100
326,228.4,451866.0299999998,97.0,-482.0,-369.6,-0.0,-0.0,-0.0,1500.0,-0.0,0.0,-420.0,100,60,0,100,0,-100,-62,100,100
327,6852.78,458718.8099999998,97.0,2679.0,1041.6,0.0,30.0,-0.0,2250.0,62.18,0.0,790.0,-100,60,0,-100,0,100,-72,100,-100
328,1552.31,460271.1199999998,97.0,1529.0,-624.0,0.0,60.0,0.0,0.0,107.31,0.0,480.0,100,0,-100,86,0,100,0,100,100
329,-1106.88,459164.2399999998,97.0,-565.0,-0.0,468.0,0.0,0.0,-750.0,0.12,0.0,-260.0,100,0,100,92,0,100,0,100,100
330,3153.36,462317.5999999998,97.0,1021.0,0.0,-13.0,165.42,-0.0,1500.0,-0.06,0.0,480.0,-100,0,100,82,0,100,0,100,-100
331,151.66,462469.2599999998,97.0,-1652.0,-0.0,370.5,173.04,-0.0,1500.0,0.12,0.0,-240.0,-100,0,-100,-72,0,100,0,100,-100
